customerId,firstName,lastName,DOB,phoneNumber,email,points,dateJoined
1212,Sue,Miller,1999-10-27,979-967-4955,sue.miller39@example.com,300,2024-10-22
1213,Peter,Davis,1998-01-11,979-304-2776,peter.davis77@example.com,250,2024-10-24
1214,Pat,Williams,2004-11-24,979-343-3363,pat.williams44@example.com,949,2024-10-26
1215,Peter,Smith,1997-03-21,979-621-1202,peter.smith22@example.com,579,2024-10-28
1216,Chris,Wilson,2003-12-24,979-902-1686,chris.wilson28@example.com,388,2024-10-30
1217,Mike,Jones,2000-04-13,979-885-5619,mike.jones45@example.com,221,2024-11-02
1218,John,Miller,1995-12-09,979-229-8794,john.miller49@example.com,398,2024-11-04
1219,Alex,Williams,2003-02-12,979-450-9892,alex.williams19@example.com,143,2024-11-06
1220,John,Miller,2001-03-06,979-378-5738,john.miller17@example.com,266,2024-11-08
1221,Peter,Miller,2003-05-03,979-270-2100,peter.miller64@example.com,99,2024-11-10
1222,Mary,Wilson,1998-12-14,979-248-4255,mary.wilson51@example.com,668,2024-11-12
1223,Jane,Jones,1998-04-02,979-541-9297,jane.jones34@example.com,158,2024-11-14
1224,Chris,Wilson,1997-03-27,979-757-1425,chris.wilson10@example.com,648,2024-11-17
1225,Alex,Williams,2002-06-28,979-275-4527,alex.williams50@example.com,640,2024-11-19
1226,Peter,Lee,1997-07-16,979-305-5493,peter.lee75@example.com,356,2024-11-21
1227,Alex,Miller,1996-09-16,979-408-6624,alex.miller20@example.com,2,2024-11-23
1228,Pat,Williams,1995-05-24,979-449-5371,pat.williams16@example.com,852,2024-11-25
1229,Jane,Moore,1996-03-24,979-437-3327,jane.moore31@example.com,449,2024-11-27
1230,Mary,Smith,2004-02-04,979-705-3962,mary.smith65@example.com,0,2024-11-29
1231,Peter,Moore,2000-07-21,979-276-6299,peter.moore33@example.com,219,2024-12-01
1232,Chris,Jones,2003-01-01,979-611-1656,chris.jones47@example.com,904,2024-12-04
1233,Mike,Moore,2001-09-09,979-511-1172,mike.moore23@example.com,164,2024-12-06
1234,Sue,Brown,2002-02-10,979-630-2376,sue.brown18@example.com,327,2024-12-08
1235,Jane,Miller,2001-02-23,979-505-3250,jane.miller65@example.com,887,2024-12-10
1236,Mike,Smith,1995-12-15,979-124-8133,mike.smith83@example.com,297,2024-12-12
1237,Alex,Williams,2003-01-03,979-183-3650,alex.williams81@example.com,472,2024-12-14
1238,Peter,Miller,2002-05-16,979-987-2292,peter.miller44@example.com,727,2024-12-16
1239,Taylor,Davis,2000-11-08,979-182-2278,taylor.davis57@example.com,690,2024-12-18
1240,John,Williams,1996-08-05,979-660-2622,john.williams85@example.com,505,2024-12-21
1241,Chris,Jones,1996-10-18,979-496-6001,chris.jones4@example.com,985,2024-12-23
1242,Mike,Miller,1998-08-14,979-435-9367,mike.miller85@example.com,357,2024-12-25
1243,Sue,Jones,1997-08-03,979-242-4721,sue.jones42@example.com,279,2024-12-27
1244,Jane,Moore,1999-08-16,979-364-5716,jane.moore49@example.com,661,2024-12-29
1245,Chris,Davis,2001-04-14,979-633-4760,chris.davis26@example.com,343,2024-12-31
1246,Mary,Brown,2000-03-12,979-728-1004,mary.brown6@example.com,440,2025-01-02
1247,Mike,Wilson,2000-02-26,979-432-8496,mike.wilson81@example.com,952,2025-01-05
1248,Sue,Lee,2005-11-11,979-951-3245,sue.lee94@example.com,795,2025-01-07
1249,John,Brown,2001-03-04,979-343-6726,john.brown2@example.com,286,2025-01-09
1250,Peter,Miller,1999-09-16,979-530-7537,peter.miller84@example.com,389,2025-01-11
1251,Chris,Williams,2001-05-25,979-875-3038,chris.williams7@example.com,856,2025-01-13
1252,Sue,Wilson,1998-11-06,979-200-2000,sue.wilson24@example.com,483,2025-01-15
1253,Taylor,Jones,1999-08-10,979-766-2517,taylor.jones77@example.com,161,2025-01-17
1254,Alex,Brown,1995-02-20,979-536-3625,alex.brown73@example.com,592,2025-01-19
1255,Peter,Moore,1995-02-21,979-469-1403,peter.moore34@example.com,670,2025-01-22
1256,Alex,Davis,1996-12-21,979-336-1039,alex.davis79@example.com,300,2025-01-24
1257,Mary,Jones,2001-10-23,979-196-5174,mary.jones79@example.com,620,2025-01-26
1258,Chris,Williams,2000-04-20,979-854-9232,chris.williams3@example.com,949,2025-01-28
1259,Peter,Moore,1996-03-03,979-686-2447,peter.moore40@example.com,682,2025-01-30
1260,Jane,Williams,2004-11-12,979-430-5478,jane.williams77@example.com,942,2025-02-01
1261,Pat,Wilson,1997-01-21,979-689-3434,pat.wilson25@example.com,581,2025-02-03
1262,Pat,Lee,2004-07-01,979-737-6152,pat.lee54@example.com,814,2025-02-05
1263,Peter,Doe,2002-12-04,979-615-2612,peter.doe68@example.com,890,2025-02-08
1264,Jane,Wilson,2001-01-12,979-504-8840,jane.wilson78@example.com,706,2025-02-10
1265,Taylor,Jones,2003-05-13,979-680-4097,taylor.jones64@example.com,502,2025-02-12
1266,Peter,Moore,1998-12-19,979-852-8827,peter.moore45@example.com,509,2025-02-14
1267,Alex,Miller,2002-12-03,979-661-2297,alex.miller12@example.com,426,2025-02-16
1268,Chris,Smith,2003-04-23,979-964-2680,chris.smith68@example.com,880,2025-02-18
1269,John,Wilson,2002-04-28,979-219-2231,john.wilson21@example.com,677,2025-02-20
1270,Jane,Miller,1996-05-02,979-447-6766,jane.miller70@example.com,791,2025-02-23
1271,Jane,Williams,1995-03-16,979-839-6170,jane.williams47@example.com,391,2025-02-25
1272,John,Williams,2000-02-15,979-126-5491,john.williams74@example.com,867,2025-02-27
1273,John,Doe,1999-03-20,979-861-1368,john.doe23@example.com,973,2025-03-01
1274,Jane,Smith,2005-10-28,979-572-7083,jane.smith21@example.com,233,2025-03-03
1275,Pat,Lee,2001-06-04,979-762-8544,pat.lee16@example.com,876,2025-03-05
1276,Pat,Lee,1997-02-10,979-799-1804,pat.lee37@example.com,615,2025-03-07
1277,Mary,Miller,2003-01-12,979-116-9701,mary.miller45@example.com,708,2025-03-09
1278,Chris,Doe,2004-08-06,979-228-6954,chris.doe46@example.com,911,2025-03-12
1279,Chris,Miller,2002-03-20,979-852-4207,chris.miller98@example.com,49,2025-03-14
1280,Taylor,Williams,2005-07-14,979-218-6877,taylor.williams1@example.com,109,2025-03-16
1281,Mary,Doe,2002-12-22,979-368-2290,mary.doe92@example.com,180,2025-03-18
1282,Taylor,Wilson,2001-10-15,979-351-6282,taylor.wilson36@example.com,410,2025-03-20
1283,Pat,Miller,1999-04-07,979-403-6113,pat.miller72@example.com,166,2025-03-22
1284,Peter,Williams,1998-08-28,979-736-7805,peter.williams90@example.com,196,2025-03-24
1285,Sue,Smith,2003-06-02,979-138-3349,sue.smith40@example.com,537,2025-03-26
1286,Sue,Miller,1999-12-01,979-993-9005,sue.miller2@example.com,411,2025-03-29
1287,Peter,Jones,2002-09-23,979-194-3389,peter.jones34@example.com,562,2025-03-31
1288,Jane,Jones,2001-02-15,979-576-3292,jane.jones64@example.com,109,2025-04-02
1289,Sue,Moore,2003-03-18,979-366-5756,sue.moore78@example.com,525,2025-04-04
1290,Mike,Doe,1997-01-12,979-978-2600,mike.doe56@example.com,235,2025-04-06
1291,John,Doe,2001-04-12,979-909-2256,john.doe71@example.com,919,2025-04-08
1292,John,Miller,1998-02-17,979-869-5986,john.miller24@example.com,269,2025-04-10
1293,Jane,Davis,2002-02-04,979-168-8372,jane.davis23@example.com,660,2025-04-13
1294,Jane,Davis,1996-02-21,979-358-8860,jane.davis80@example.com,35,2025-04-15
1295,John,Davis,1996-06-08,979-752-5911,john.davis87@example.com,931,2025-04-17
1296,Peter,Wilson,2001-10-05,979-196-6288,peter.wilson97@example.com,729,2025-04-19
1297,Sue,Lee,1998-04-26,979-241-7239,sue.lee25@example.com,180,2025-04-21
1298,Chris,Smith,1997-03-28,979-906-9352,chris.smith6@example.com,497,2025-04-23
1299,Mary,Smith,2002-03-20,979-840-3962,mary.smith84@example.com,264,2025-04-25
1300,Alex,Davis,1999-11-05,979-942-1624,alex.davis14@example.com,53,2025-04-27
1301,Pat,Brown,1998-06-12,979-405-2480,pat.brown28@example.com,85,2025-04-30
1302,Jane,Moore,2001-06-04,979-481-1226,jane.moore29@example.com,787,2025-05-02
1303,Alex,Smith,2001-09-27,979-463-8210,alex.smith28@example.com,139,2025-05-04
1304,Taylor,Doe,2003-02-18,979-726-3163,taylor.doe55@example.com,45,2025-05-06
1305,Alex,Lee,1997-02-08,979-651-1311,alex.lee36@example.com,427,2025-05-08
1306,Chris,Jones,2004-01-26,979-193-7250,chris.jones84@example.com,748,2025-05-10
1307,Peter,Lee,2002-01-20,979-394-2446,peter.lee13@example.com,283,2025-05-12
1308,Alex,Moore,2001-10-27,979-618-6788,alex.moore43@example.com,475,2025-05-14
1309,John,Jones,2003-05-07,979-910-3915,john.jones40@example.com,465,2025-05-17
1310,Mike,Doe,1997-06-27,979-464-4602,mike.doe63@example.com,479,2025-05-19
1311,Jane,Lee,2001-03-21,979-989-8703,jane.lee35@example.com,71,2025-05-21
1312,Peter,Miller,1998-02-17,979-954-2626,peter.miller83@example.com,109,2025-05-23
1313,Mike,Williams,2001-03-01,979-208-6291,mike.williams35@example.com,322,2025-05-25
1314,John,Miller,2001-04-06,979-513-8301,john.miller34@example.com,312,2025-05-27
1315,Sue,Davis,1996-08-06,979-775-3659,sue.davis72@example.com,457,2025-05-29
1316,Peter,Smith,1997-07-04,979-604-2754,peter.smith13@example.com,26,2025-06-01
1317,John,Davis,2004-08-06,979-540-6700,john.davis81@example.com,770,2025-06-03
1318,Peter,Moore,2003-01-14,979-107-6326,peter.moore81@example.com,515,2025-06-05
1319,Jane,Lee,1997-07-02,979-388-2354,jane.lee26@example.com,597,2025-06-07
1320,Mike,Wilson,2002-06-11,979-489-1021,mike.wilson80@example.com,276,2025-06-09
1321,Alex,Jones,1997-03-04,979-594-3909,alex.jones51@example.com,740,2025-06-11
1322,Taylor,Miller,1998-02-20,979-489-2469,taylor.miller86@example.com,107,2025-06-13
1323,Peter,Williams,1998-11-25,979-266-8794,peter.williams60@example.com,968,2025-06-15
1324,Mary,Smith,2000-12-11,979-987-7613,mary.smith62@example.com,708,2025-06-18
1325,Mary,Miller,1999-04-27,979-817-7574,mary.miller54@example.com,27,2025-06-20
1326,Sue,Jones,1996-06-28,979-141-4853,sue.jones72@example.com,467,2025-06-22
1327,Mary,Jones,1999-04-04,979-488-2084,mary.jones73@example.com,189,2025-06-24
1328,Mike,Williams,1996-06-28,979-181-6062,mike.williams72@example.com,542,2025-06-26
1329,Chris,Smith,1997-10-03,979-967-7255,chris.smith65@example.com,440,2025-06-28
1330,Sue,Lee,2002-05-02,979-648-5506,sue.lee81@example.com,794,2025-06-30
1331,Pat,Brown,1999-08-24,979-187-9507,pat.brown5@example.com,68,2025-07-02
1332,Mary,Smith,2004-10-08,979-899-6881,mary.smith20@example.com,448,2025-07-05
1333,John,Doe,1998-07-25,979-759-9845,john.doe43@example.com,760,2025-07-07
1334,Taylor,Miller,2003-11-28,979-183-3229,taylor.miller62@example.com,902,2025-07-09
1335,Alex,Doe,2003-03-04,979-358-4201,alex.doe92@example.com,487,2025-07-11
1336,Mike,Williams,1996-06-14,979-733-3992,mike.williams97@example.com,647,2025-07-13
1337,Peter,Wilson,1998-01-13,979-962-2635,peter.wilson5@example.com,65,2025-07-15
1338,Pat,Moore,2000-08-10,979-126-3464,pat.moore5@example.com,246,2025-07-17
1339,Pat,Moore,2001-03-22,979-521-9115,pat.moore39@example.com,782,2025-07-20
1340,Chris,Wilson,2002-02-19,979-455-1154,chris.wilson60@example.com,85,2025-07-22
1341,Mike,Jones,2000-03-20,979-645-8546,mike.jones17@example.com,668,2025-07-24
1342,John,Williams,1995-01-03,979-114-7687,john.williams7@example.com,336,2025-07-26
1343,Mike,Brown,2000-04-23,979-633-6923,mike.brown82@example.com,555,2025-07-28
1344,Mike,Brown,1999-08-27,979-772-6066,mike.brown79@example.com,986,2025-07-30
1345,Jane,Jones,2004-07-22,979-164-2607,jane.jones88@example.com,863,2025-08-01
1346,Chris,Davis,2003-12-07,979-203-8084,chris.davis51@example.com,588,2025-08-03
1347,Peter,Miller,1997-03-03,979-463-4882,peter.miller60@example.com,21,2025-08-06
1348,Mike,Jones,2000-09-21,979-452-9948,mike.jones7@example.com,2,2025-08-08
1349,Mike,Davis,2001-11-21,979-686-8509,mike.davis26@example.com,317,2025-08-10
1350,Chris,Lee,2005-05-08,979-522-4682,chris.lee97@example.com,16,2025-08-12
1351,Pat,Doe,1999-12-18,979-787-7242,pat.doe35@example.com,340,2025-08-14
1352,Sue,Williams,2005-04-12,979-997-5330,sue.williams32@example.com,902,2025-08-16
1353,Jane,Jones,2005-02-17,979-295-3448,jane.jones70@example.com,105,2025-08-18
1354,Taylor,Lee,1996-09-24,979-825-1971,taylor.lee61@example.com,206,2025-08-20
1355,Mary,Miller,2005-09-26,979-953-6223,mary.miller15@example.com,537,2025-08-23
1356,Taylor,Doe,2004-05-05,979-703-1171,taylor.doe26@example.com,122,2025-08-25
1357,Taylor,Jones,1995-03-03,979-977-1914,taylor.jones25@example.com,887,2025-08-27
1358,Peter,Smith,1996-05-08,979-513-1058,peter.smith97@example.com,996,2025-08-29
1359,Pat,Miller,2002-12-09,979-226-8129,pat.miller9@example.com,22,2025-08-31
1360,Mike,Smith,2000-05-09,979-368-5724,mike.smith89@example.com,749,2025-09-02
1361,Mary,Wilson,1995-05-25,979-729-9329,mary.wilson71@example.com,251,2025-09-04
1362,Jane,Davis,2002-11-13,979-346-2735,jane.davis93@example.com,753,2025-09-07
1363,Mike,Moore,1998-06-21,979-894-1758,mike.moore37@example.com,58,2025-09-09
1364,Jane,Doe,1999-04-01,979-534-8289,jane.doe74@example.com,425,2025-09-11
1365,Pat,Moore,2004-03-28,979-289-3572,pat.moore98@example.com,403,2025-09-13
1366,Taylor,Davis,2002-11-23,979-151-9487,taylor.davis59@example.com,323,2025-09-15
1367,Alex,Williams,2001-08-26,979-894-8633,alex.williams97@example.com,196,2025-09-17
1368,Alex,Brown,2000-11-09,979-893-4612,alex.brown21@example.com,947,2025-09-19
1369,Pat,Brown,2000-03-06,979-940-5714,pat.brown67@example.com,662,2025-09-21
1370,Alex,Davis,2003-11-24,979-322-6954,alex.davis50@example.com,754,2025-09-24
1371,Mary,Miller,2003-04-24,979-679-4617,mary.miller78@example.com,675,2025-09-26
1372,Jane,Doe,2000-01-23,979-931-4987,jane.doe21@example.com,464,2025-09-28
1373,Alex,Jones,2002-08-11,979-404-2229,alex.jones14@example.com,976,2025-09-30
1374,Taylor,Jones,2000-06-23,979-530-5894,taylor.jones42@example.com,191,2025-10-02
1375,Pat,Jones,2004-09-08,979-795-2020,pat.jones55@example.com,991,2025-10-04
1376,Jane,Moore,2001-09-26,979-743-6456,jane.moore22@example.com,821,2025-10-06
1377,Sue,Doe,1997-06-14,979-216-3553,sue.doe99@example.com,310,2025-10-08
1378,Mary,Williams,1995-12-15,979-401-8929,mary.williams88@example.com,142,2025-10-11
1379,John,Doe,1996-10-19,979-762-7525,john.doe26@example.com,752,2025-10-13
1380,Sue,Doe,2002-04-16,979-685-9840,sue.doe41@example.com,725,2025-10-15
1381,Chris,Brown,2004-03-14,979-517-5556,chris.brown42@example.com,112,2025-10-17
1382,Taylor,Brown,2000-07-16,979-410-8901,taylor.brown38@example.com,461,2025-10-19
1383,Mary,Smith,2002-07-06,979-281-6634,mary.smith97@example.com,991,2025-10-21
1384,Jane,Wilson,1995-08-10,979-290-4439,jane.wilson11@example.com,658,2025-10-23
1385,John,Davis,2002-10-24,979-311-9796,john.davis23@example.com,763,2025-10-26
1386,Alex,Davis,2005-04-05,979-570-5402,alex.davis30@example.com,526,2025-10-28
1387,Pat,Smith,1998-08-08,979-575-5485,pat.smith9@example.com,428,2025-10-30
1388,Mike,Wilson,1996-09-20,979-645-3437,mike.wilson44@example.com,760,2025-11-01
1389,Jane,Lee,1995-07-27,979-304-4563,jane.lee72@example.com,201,2025-11-03
1390,Pat,Davis,2005-04-08,979-534-2542,pat.davis72@example.com,29,2025-11-05
1391,Taylor,Doe,2005-06-04,979-187-8336,taylor.doe4@example.com,755,2025-11-07
1392,Mike,Miller,2003-06-04,979-348-5037,mike.miller12@example.com,400,2025-11-09
1393,Peter,Williams,2002-09-03,979-318-8487,peter.williams23@example.com,328,2025-11-12
1394,Chris,Miller,2004-01-17,979-201-2312,chris.miller46@example.com,821,2025-11-14
1395,Mike,Wilson,2001-02-01,979-237-7702,mike.wilson61@example.com,520,2025-11-16
1396,John,Miller,2002-05-06,979-223-2585,john.miller31@example.com,940,2025-11-18
1397,Mary,Jones,2002-11-02,979-425-1990,mary.jones6@example.com,858,2025-11-20
1398,Taylor,Moore,2005-07-24,979-756-7694,taylor.moore73@example.com,413,2025-11-22
1399,Chris,Doe,1996-11-11,979-064-2571,chris.doe97@example.com,16,2025-11-24
